,Brand Name,Name of the Product,Price,Return/Exchange,Expected Delivery,Availability,Product URL
68,-,-,-,-,-,-,https://www.amazon.in/Juarez-Acoustic-Guitar-Cutaway-JRZ38CT/dp/B01N3TTYJQ/ref=sr_1_55?dib=eyJ2IjoiMSJ9.ejHGkCcblS9eTEKeKjM2sx5dXfozJ-OpAOnHvq6tnxRJeilAr7od5wNczp6m7dJ8V5GfyVkXUkyPoh_z2opf0v90bwErCymNhM7eJ2ekbG2ooJMCj85buCjA9MP9Yu4wYsu0mmUpPAfMvqvXHBjfCdkRYhE9OAGx8PYIrJZBDP4P82Z_LkYwDBiTQYuZDEXE4TKwGujSBWUcA0sabtTfFknv-D9CTolpBmo3fiinG7ylVn2Mp7KUF6E4_5G2gHMw-0H96Ve_hmcVaqGQpNBXKtUKU_dV12eT7zVyau-aqTE.lmQmpA0tm-Jt3RWNdxAbuCptctX5o3LCF12G8PX7k5o&dib_tag=se&keywords=guitar&qid=1708686552&sr=8-55
69,PS Signature,"PS Signature 41inch Acoustic Guitar New Model (Natural Color) Free 1 set Strings, 3 Picks, Bag & Belt)",-,-,"Monday, 26 February",In stock,https://www.amazon.in/PS-Signature-Acoustic-Natural-Strings/dp/B0CK4XXQ7J/ref=sr_1_56?dib=eyJ2IjoiMSJ9.ejHGkCcblS9eTEKeKjM2sx5dXfozJ-OpAOnHvq6tnxRJeilAr7od5wNczp6m7dJ8V5GfyVkXUkyPoh_z2opf0v90bwErCymNhM7eJ2ekbG2ooJMCj85buCjA9MP9Yu4wYsu0mmUpPAfMvqvXHBjfCdkRYhE9OAGx8PYIrJZBDP4P82Z_LkYwDBiTQYuZDEXE4TKwGujSBWUcA0sabtTfFknv-D9CTolpBmo3fiinG7ylVn2Mp7KUF6E4_5G2gHMw-0H96Ve_hmcVaqGQpNBXKtUKU_dV12eT7zVyau-aqTE.lmQmpA0tm-Jt3RWNdxAbuCptctX5o3LCF12G8PX7k5o&dib_tag=se&keywords=guitar&qid=1708686552&sr=8-56
70,WOPPCART,WOPPCART 4 String Acoustic Guitar Musical Instrument Educational Small Guitar for Beginners Kids Children,-,-,"Friday, 1 March",In stock,https://www.amazon.in/WOPPCART-Acoustic-Instrument-Educational-Beginners/dp/B0CCPCD3LC/ref=sr_1_57?dib=eyJ2IjoiMSJ9.ejHGkCcblS9eTEKeKjM2sx5dXfozJ-OpAOnHvq6tnxRJeilAr7od5wNczp6m7dJ8V5GfyVkXUkyPoh_z2opf0v90bwErCymNhM7eJ2ekbG2ooJMCj85buCjA9MP9Yu4wYsu0mmUpPAfMvqvXHBjfCdkRYhE9OAGx8PYIrJZBDP4P82Z_LkYwDBiTQYuZDEXE4TKwGujSBWUcA0sabtTfFknv-D9CTolpBmo3fiinG7ylVn2Mp7KUF6E4_5G2gHMw-0H96Ve_hmcVaqGQpNBXKtUKU_dV12eT7zVyau-aqTE.lmQmpA0tm-Jt3RWNdxAbuCptctX5o3LCF12G8PX7k5o&dib_tag=se&keywords=guitar&qid=1708686552&sr=8-57
71,PS Signature,"PS Signature 41inch RoseWood Acoustic Guitar, Free 1 set Strings, 3 Picks, Bag & Belt)",-,-,"Monday, 26 February",In stock,https://www.amazon.in/PS-Signature-RoseWood-Acoustic-Strings/dp/B0CK9822R4/ref=sr_1_58?dib=eyJ2IjoiMSJ9.ejHGkCcblS9eTEKeKjM2sx5dXfozJ-OpAOnHvq6tnxRJeilAr7od5wNczp6m7dJ8V5GfyVkXUkyPoh_z2opf0v90bwErCymNhM7eJ2ekbG2ooJMCj85buCjA9MP9Yu4wYsu0mmUpPAfMvqvXHBjfCdkRYhE9OAGx8PYIrJZBDP4P82Z_LkYwDBiTQYuZDEXE4TKwGujSBWUcA0sabtTfFknv-D9CTolpBmo3fiinG7ylVn2Mp7KUF6E4_5G2gHMw-0H96Ve_hmcVaqGQpNBXKtUKU_dV12eT7zVyau-aqTE.lmQmpA0tm-Jt3RWNdxAbuCptctX5o3LCF12G8PX7k5o&dib_tag=se&keywords=guitar&qid=1708686552&sr=8-58
72,Kadence,Kadence 12 strings Slowhand Premium Black Spruce wood Semi Acoustic Guitar KSH04-12EQ,-,7 days Replacement,"Thursday, 29 February",Only 1 left in stock.,https://www.amazon.in/Kadence-strings-Slowhand-Acoustic-KSH04-12EQ/dp/B0CGDG462X/ref=sr_1_59?dib=eyJ2IjoiMSJ9.ejHGkCcblS9eTEKeKjM2sx5dXfozJ-OpAOnHvq6tnxRJeilAr7od5wNczp6m7dJ8V5GfyVkXUkyPoh_z2opf0v90bwErCymNhM7eJ2ekbG2ooJMCj85buCjA9MP9Yu4wYsu0mmUpPAfMvqvXHBjfCdkRYhE9OAGx8PYIrJZBDP4P82Z_LkYwDBiTQYuZDEXE4TKwGujSBWUcA0sabtTfFknv-D9CTolpBmo3fiinG7ylVn2Mp7KUF6E4_5G2gHMw-0H96Ve_hmcVaqGQpNBXKtUKU_dV12eT7zVyau-aqTE.lmQmpA0tm-Jt3RWNdxAbuCptctX5o3LCF12G8PX7k5o&dib_tag=se&keywords=guitar&qid=1708686552&sr=8-59
73,-,-,-,-,-,-,https://www.amazon.in/Yamaha-FSX80C-Acoustic-Cutaway-Natural/dp/B09HL3GFZF/ref=sr_1_60?dib=eyJ2IjoiMSJ9.ejHGkCcblS9eTEKeKjM2sx5dXfozJ-OpAOnHvq6tnxRJeilAr7od5wNczp6m7dJ8V5GfyVkXUkyPoh_z2opf0v90bwErCymNhM7eJ2ekbG2ooJMCj85buCjA9MP9Yu4wYsu0mmUpPAfMvqvXHBjfCdkRYhE9OAGx8PYIrJZBDP4P82Z_LkYwDBiTQYuZDEXE4TKwGujSBWUcA0sabtTfFknv-D9CTolpBmo3fiinG7ylVn2Mp7KUF6E4_5G2gHMw-0H96Ve_hmcVaqGQpNBXKtUKU_dV12eT7zVyau-aqTE.lmQmpA0tm-Jt3RWNdxAbuCptctX5o3LCF12G8PX7k5o&dib_tag=se&keywords=guitar&qid=1708686552&sr=8-60
74,-,-,-,-,-,-,https://www.amazon.in/Yamaha-FSX80C-Acoustic-Cutaway-Guitar/dp/B09HL5WFDX/ref=sr_1_61?dib=eyJ2IjoiMSJ9.ejHGkCcblS9eTEKeKjM2sx5dXfozJ-OpAOnHvq6tnxRJeilAr7od5wNczp6m7dJ8V5GfyVkXUkyPoh_z2opf0v90bwErCymNhM7eJ2ekbG2ooJMCj85buCjA9MP9Yu4wYsu0mmUpPAfMvqvXHBjfCdkRYhE9OAGx8PYIrJZBDP4P82Z_LkYwDBiTQYuZDEXE4TKwGujSBWUcA0sabtTfFknv-D9CTolpBmo3fiinG7ylVn2Mp7KUF6E4_5G2gHMw-0H96Ve_hmcVaqGQpNBXKtUKU_dV12eT7zVyau-aqTE.lmQmpA0tm-Jt3RWNdxAbuCptctX5o3LCF12G8PX7k5o&dib_tag=se&keywords=guitar&qid=1708686552&sr=8-61
75,-,-,-,-,-,-,https://www.amazon.in/Fender-Nickel-Plated-Electric-Strings/dp/B003B03XB4/ref=sr_1_62?dib=eyJ2IjoiMSJ9.ejHGkCcblS9eTEKeKjM2sx5dXfozJ-OpAOnHvq6tnxRJeilAr7od5wNczp6m7dJ8V5GfyVkXUkyPoh_z2opf0v90bwErCymNhM7eJ2ekbG2ooJMCj85buCjA9MP9Yu4wYsu0mmUpPAfMvqvXHBjfCdkRYhE9OAGx8PYIrJZBDP4P82Z_LkYwDBiTQYuZDEXE4TKwGujSBWUcA0sabtTfFknv-D9CTolpBmo3fiinG7ylVn2Mp7KUF6E4_5G2gHMw-0H96Ve_hmcVaqGQpNBXKtUKU_dV12eT7zVyau-aqTE.lmQmpA0tm-Jt3RWNdxAbuCptctX5o3LCF12G8PX7k5o&dib_tag=se&keywords=guitar&qid=1708686552&sr=8-62
76,-,-,-,-,-,-,https://www.amazon.in/Yamaha-6-String-Acoustic-Right-Handed-Sunburst/dp/B000WITGQO/ref=sr_1_63?dib=eyJ2IjoiMSJ9.ejHGkCcblS9eTEKeKjM2sx5dXfozJ-OpAOnHvq6tnxRJeilAr7od5wNczp6m7dJ8V5GfyVkXUkyPoh_z2opf0v90bwErCymNhM7eJ2ekbG2ooJMCj85buCjA9MP9Yu4wYsu0mmUpPAfMvqvXHBjfCdkRYhE9OAGx8PYIrJZBDP4P82Z_LkYwDBiTQYuZDEXE4TKwGujSBWUcA0sabtTfFknv-D9CTolpBmo3fiinG7ylVn2Mp7KUF6E4_5G2gHMw-0H96Ve_hmcVaqGQpNBXKtUKU_dV12eT7zVyau-aqTE.lmQmpA0tm-Jt3RWNdxAbuCptctX5o3LCF12G8PX7k5o&dib_tag=se&keywords=guitar&qid=1708686552&sr=8-63
77,Neowood,"Neowood FLYM, Acoustic Guitar with Touch Pikup, Bag, Plectrums, finger Protectors & Neowood String Set (Black)",-,7 days Replacement,"Sunday, 3 March",Only 1 left in stock.,https://www.amazon.in/Neowood-FLYM-Acoustic-Guitar-Plectrums/dp/B0BRJ5YT7P/ref=sr_1_64?dib=eyJ2IjoiMSJ9.ejHGkCcblS9eTEKeKjM2sx5dXfozJ-OpAOnHvq6tnxRJeilAr7od5wNczp6m7dJ8V5GfyVkXUkyPoh_z2opf0v90bwErCymNhM7eJ2ekbG2ooJMCj85buCjA9MP9Yu4wYsu0mmUpPAfMvqvXHBjfCdkRYhE9OAGx8PYIrJZBDP4P82Z_LkYwDBiTQYuZDEXE4TKwGujSBWUcA0sabtTfFknv-D9CTolpBmo3fiinG7ylVn2Mp7KUF6E4_5G2gHMw-0H96Ve_hmcVaqGQpNBXKtUKU_dV12eT7zVyau-aqTE.lmQmpA0tm-Jt3RWNdxAbuCptctX5o3LCF12G8PX7k5o&dib_tag=se&keywords=guitar&qid=1708686552&sr=8-64
78,Intern,"INTERN 41 inches Acoustic Guitar with truss rod. Includes carry bag, strings pack, strap & plectrums. Premium Wooden durable",-,7 days Replacement,"Wednesday, 28 February",In stock,https://www.amazon.in/Acoustic-plectrums-stability-age-groups-Sparkling/dp/B09YH8C4D5/ref=sr_1_65?dib=eyJ2IjoiMSJ9.ejHGkCcblS9eTEKeKjM2sx5dXfozJ-OpAOnHvq6tnxRJeilAr7od5wNczp6m7dJ8V5GfyVkXUkyPoh_z2opf0v90bwErCymNhM7eJ2ekbG2ooJMCj85buCjA9MP9Yu4wYsu0mmUpPAfMvqvXHBjfCdkRYhE9OAGx8PYIrJZBDP4P82Z_LkYwDBiTQYuZDEXE4TKwGujSBWUcA0sabtTfFknv-D9CTolpBmo3fiinG7ylVn2Mp7KUF6E4_5G2gHMw-0H96Ve_hmcVaqGQpNBXKtUKU_dV12eT7zVyau-aqTE.lmQmpA0tm-Jt3RWNdxAbuCptctX5o3LCF12G8PX7k5o&dib_tag=se&keywords=guitar&qid=1708686552&sr=8-65
79,Donner,"Donner Silent Guitar, Mahogany",-,7 days Replacement,"Monday, 4 March",In stock,https://www.amazon.in/Donner-Silent-Guitar-Mahogany/dp/B09Q8CXL2K/ref=sr_1_66?dib=eyJ2IjoiMSJ9.ejHGkCcblS9eTEKeKjM2sx5dXfozJ-OpAOnHvq6tnxRJeilAr7od5wNczp6m7dJ8V5GfyVkXUkyPoh_z2opf0v90bwErCymNhM7eJ2ekbG2ooJMCj85buCjA9MP9Yu4wYsu0mmUpPAfMvqvXHBjfCdkRYhE9OAGx8PYIrJZBDP4P82Z_LkYwDBiTQYuZDEXE4TKwGujSBWUcA0sabtTfFknv-D9CTolpBmo3fiinG7ylVn2Mp7KUF6E4_5G2gHMw-0H96Ve_hmcVaqGQpNBXKtUKU_dV12eT7zVyau-aqTE.lmQmpA0tm-Jt3RWNdxAbuCptctX5o3LCF12G8PX7k5o&dib_tag=se&keywords=guitar&qid=1708686552&sr=8-66
80,Intern,"Intern INT-38C-RD-G Linden Wood Cutaway Right Handed Acoustic Guitar Kit, With Bag, Strings, Pick And Strap (Red, 6 Strings)",-,7 days Replacement,"Wednesday, 28 February",In stock,https://www.amazon.in/Intern-INT-38C-RD-G-Guitar-Kit-Red/dp/B07K959RKX/ref=sr_1_67?dib=eyJ2IjoiMSJ9.ejHGkCcblS9eTEKeKjM2sx5dXfozJ-OpAOnHvq6tnxRJeilAr7od5wNczp6m7dJ8V5GfyVkXUkyPoh_z2opf0v90bwErCymNhM7eJ2ekbG2ooJMCj85buCjA9MP9Yu4wYsu0mmUpPAfMvqvXHBjfCdkRYhE9OAGx8PYIrJZBDP4P82Z_LkYwDBiTQYuZDEXE4TKwGujSBWUcA0sabtTfFknv-D9CTolpBmo3fiinG7ylVn2Mp7KUF6E4_5G2gHMw-0H96Ve_hmcVaqGQpNBXKtUKU_dV12eT7zVyau-aqTE.lmQmpA0tm-Jt3RWNdxAbuCptctX5o3LCF12G8PX7k5o&dib_tag=se&keywords=guitar&qid=1708686552&sr=8-67
81,-,-,-,-,-,-,https://www.amazon.in/DAddario-EJ26-Acoustic-Custom-Strings/dp/B0002H0A3S/ref=sr_1_68?dib=eyJ2IjoiMSJ9.ejHGkCcblS9eTEKeKjM2sx5dXfozJ-OpAOnHvq6tnxRJeilAr7od5wNczp6m7dJ8V5GfyVkXUkyPoh_z2opf0v90bwErCymNhM7eJ2ekbG2ooJMCj85buCjA9MP9Yu4wYsu0mmUpPAfMvqvXHBjfCdkRYhE9OAGx8PYIrJZBDP4P82Z_LkYwDBiTQYuZDEXE4TKwGujSBWUcA0sabtTfFknv-D9CTolpBmo3fiinG7ylVn2Mp7KUF6E4_5G2gHMw-0H96Ve_hmcVaqGQpNBXKtUKU_dV12eT7zVyau-aqTE.lmQmpA0tm-Jt3RWNdxAbuCptctX5o3LCF12G8PX7k5o&dib_tag=se&keywords=guitar&qid=1708686552&sr=8-68
82,-,"PERLMAN Paper Guitar Fretboard, Fingerboard Self-Adhesive Stickers, Decals Tool For Learner Or Beginner",-,-,"Thursday, 29 February",In stock,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3NDY1NTgwNDg2NTc0MDUzOjE3MDg2ODY1NTI6c3BfbXRmOjMwMDEwNTMwMzczMTEzMjo6MDo6&url=%2FPerlman-Fretboard-Fingerboard-Stickers-Beginner%2Fdp%2FB096ZDSWJ4%2Fref%3Dsr_1_69_sspa%3Fdib%3DeyJ2IjoiMSJ9.ejHGkCcblS9eTEKeKjM2sx5dXfozJ-OpAOnHvq6tnxRJeilAr7od5wNczp6m7dJ8V5GfyVkXUkyPoh_z2opf0v90bwErCymNhM7eJ2ekbG2ooJMCj85buCjA9MP9Yu4wYsu0mmUpPAfMvqvXHBjfCdkRYhE9OAGx8PYIrJZBDP4P82Z_LkYwDBiTQYuZDEXE4TKwGujSBWUcA0sabtTfFknv-D9CTolpBmo3fiinG7ylVn2Mp7KUF6E4_5G2gHMw-0H96Ve_hmcVaqGQpNBXKtUKU_dV12eT7zVyau-aqTE.lmQmpA0tm-Jt3RWNdxAbuCptctX5o3LCF12G8PX7k5o%26dib_tag%3Dse%26keywords%3Dguitar%26qid%3D1708686552%26sr%3D8-69-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
83,VAULT,"Vault DA20 Dreadnought Acoustic Guitar With Gig-Bag, Picks, Strings Set, String Winder, Strap, Polishing Cloth And Allen Key",-,7 days Replacement,"Wednesday, 28 February",In stock,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3NDY1NTgwNDg2NTc0MDUzOjE3MDg2ODY1NTI6c3BfbXRmOjIwMDkyNjI0MDIxNTk4OjowOjo&url=%2FDreadnought-Acoustic-Gig-Bag-Strings-Polishing%2Fdp%2FB0BJJRJVHY%2Fref%3Dsr_1_70_sspa%3Fdib%3DeyJ2IjoiMSJ9.ejHGkCcblS9eTEKeKjM2sx5dXfozJ-OpAOnHvq6tnxRJeilAr7od5wNczp6m7dJ8V5GfyVkXUkyPoh_z2opf0v90bwErCymNhM7eJ2ekbG2ooJMCj85buCjA9MP9Yu4wYsu0mmUpPAfMvqvXHBjfCdkRYhE9OAGx8PYIrJZBDP4P82Z_LkYwDBiTQYuZDEXE4TKwGujSBWUcA0sabtTfFknv-D9CTolpBmo3fiinG7ylVn2Mp7KUF6E4_5G2gHMw-0H96Ve_hmcVaqGQpNBXKtUKU_dV12eT7zVyau-aqTE.lmQmpA0tm-Jt3RWNdxAbuCptctX5o3LCF12G8PX7k5o%26dib_tag%3Dse%26keywords%3Dguitar%26qid%3D1708686552%26sr%3D8-70-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
84,Kadence,"Kadence Guitar Slowhand Series Premium Electric Acoustic Mahogany body Demi Cutaway Jumbo Guitar 41” Combo with Heavy Padded Bag, Instrument cable, Pro Capo, Picks, and String Set (Mahogany SH03)",-,7 days Replacement,"Tuesday, 27 February",In stock,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3NDY1NTgwNDg2NTc0MDUzOjE3MDg2ODY1NTI6c3BfbXRmOjIwMDY3MTQzNDk2MjA0OjowOjo&url=%2FKadence-Slowhand-Acoustic-Mahagony-Instrument%2Fdp%2FB077T7GXFV%2Fref%3Dsr_1_71_sspa%3Fdib%3DeyJ2IjoiMSJ9.ejHGkCcblS9eTEKeKjM2sx5dXfozJ-OpAOnHvq6tnxRJeilAr7od5wNczp6m7dJ8V5GfyVkXUkyPoh_z2opf0v90bwErCymNhM7eJ2ekbG2ooJMCj85buCjA9MP9Yu4wYsu0mmUpPAfMvqvXHBjfCdkRYhE9OAGx8PYIrJZBDP4P82Z_LkYwDBiTQYuZDEXE4TKwGujSBWUcA0sabtTfFknv-D9CTolpBmo3fiinG7ylVn2Mp7KUF6E4_5G2gHMw-0H96Ve_hmcVaqGQpNBXKtUKU_dV12eT7zVyau-aqTE.lmQmpA0tm-Jt3RWNdxAbuCptctX5o3LCF12G8PX7k5o%26dib_tag%3Dse%26keywords%3Dguitar%26qid%3D1708686552%26sr%3D8-71-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
85,Rockon,ROCKON RA-40 BLACK 40 INCHES ACOUSTIC GUITAR WITH HARD THERMOCOL CASE,-,-,"Friday, 1 March",Only 2 left in stock.,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3NDY1NTgwNDg2NTc0MDUzOjE3MDg2ODY1NTI6c3BfbXRmOjMwMDEyMDIyODA4NTIzMjo6MDo6&url=%2FROCKON-RA-40-INCHES-ACOUSTIC-THERMOCOL%2Fdp%2FB0CS9NCWZM%2Fref%3Dsr_1_72_sspa%3Fdib%3DeyJ2IjoiMSJ9.ejHGkCcblS9eTEKeKjM2sx5dXfozJ-OpAOnHvq6tnxRJeilAr7od5wNczp6m7dJ8V5GfyVkXUkyPoh_z2opf0v90bwErCymNhM7eJ2ekbG2ooJMCj85buCjA9MP9Yu4wYsu0mmUpPAfMvqvXHBjfCdkRYhE9OAGx8PYIrJZBDP4P82Z_LkYwDBiTQYuZDEXE4TKwGujSBWUcA0sabtTfFknv-D9CTolpBmo3fiinG7ylVn2Mp7KUF6E4_5G2gHMw-0H96Ve_hmcVaqGQpNBXKtUKU_dV12eT7zVyau-aqTE.lmQmpA0tm-Jt3RWNdxAbuCptctX5o3LCF12G8PX7k5o%26dib_tag%3Dse%26keywords%3Dguitar%26qid%3D1708686552%26sr%3D8-72-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
86,-,-,-,-,-,-,https://www.amazon.in/Medellin-MED-BLU-C-Linden-Acoustic-Guitar/dp/B07NBMWHJW/ref=sr_1_73?dib=eyJ2IjoiMSJ9.ejHGkCcblS9eTEKeKjM2sx5dXfozJ-OpAOnHvq6tnxRJeilAr7od5wNczp6m7dJ8V5GfyVkXUkyPoh_z2opf0v90bwErCymNhM7eJ2ekbG2ooJMCj85buCjA9MP9Yu4wYsu0mmUpPAfMvqvXHBjfCdkRYhE9OAGx8PYIrJZBDP4P82Z_LkYwDBiTQYuZDEXE4TKwGujSBWUcA0sabtTfFknv-D9CTolpBmo3fiinG7ylVn2Mp7KUF6E4_5G2gHMw-0H96Ve_hmcVaqGQpNBXKtUKU_dV12eT7zVyau-aqTE.lmQmpA0tm-Jt3RWNdxAbuCptctX5o3LCF12G8PX7k5o&dib_tag=se&keywords=guitar&qid=1708686552&sr=8-73
87,-,-,-,-,-,-,https://www.amazon.in/Kadence-Acoustic-Guitar-String-STR-A/dp/B07F9KS66R/ref=sr_1_74?dib=eyJ2IjoiMSJ9.ejHGkCcblS9eTEKeKjM2sx5dXfozJ-OpAOnHvq6tnxRJeilAr7od5wNczp6m7dJ8V5GfyVkXUkyPoh_z2opf0v90bwErCymNhM7eJ2ekbG2ooJMCj85buCjA9MP9Yu4wYsu0mmUpPAfMvqvXHBjfCdkRYhE9OAGx8PYIrJZBDP4P82Z_LkYwDBiTQYuZDEXE4TKwGujSBWUcA0sabtTfFknv-D9CTolpBmo3fiinG7ylVn2Mp7KUF6E4_5G2gHMw-0H96Ve_hmcVaqGQpNBXKtUKU_dV12eT7zVyau-aqTE.lmQmpA0tm-Jt3RWNdxAbuCptctX5o3LCF12G8PX7k5o&dib_tag=se&keywords=guitar&qid=1708686552&sr=8-74
88,Kadence,"Kadence Frontier Series 40 Incheses wood Semi Acoustic Guitar With Die Cast Keys (Bag,Strap,Strings And 3 Picks) (Sunburst)",-,7 days Replacement,"Tuesday, 27 February",In stock,https://www.amazon.in/Kadence-Frontier-Acoustic-Sunburst-Strings/dp/B07T5DMPZ3/ref=sr_1_75?dib=eyJ2IjoiMSJ9.ejHGkCcblS9eTEKeKjM2sx5dXfozJ-OpAOnHvq6tnxRJeilAr7od5wNczp6m7dJ8V5GfyVkXUkyPoh_z2opf0v90bwErCymNhM7eJ2ekbG2ooJMCj85buCjA9MP9Yu4wYsu0mmUpPAfMvqvXHBjfCdkRYhE9OAGx8PYIrJZBDP4P82Z_LkYwDBiTQYuZDEXE4TKwGujSBWUcA0sabtTfFknv-D9CTolpBmo3fiinG7ylVn2Mp7KUF6E4_5G2gHMw-0H96Ve_hmcVaqGQpNBXKtUKU_dV12eT7zVyau-aqTE.lmQmpA0tm-Jt3RWNdxAbuCptctX5o3LCF12G8PX7k5o&dib_tag=se&keywords=guitar&qid=1708686552&sr=8-75
89,-,-,-,-,-,-,https://www.amazon.in/Yamaha-FX280-acoustic-Dreadnought-Natural/dp/B09HR6BNFQ/ref=sr_1_76?dib=eyJ2IjoiMSJ9.ejHGkCcblS9eTEKeKjM2sx5dXfozJ-OpAOnHvq6tnxRJeilAr7od5wNczp6m7dJ8V5GfyVkXUkyPoh_z2opf0v90bwErCymNhM7eJ2ekbG2ooJMCj85buCjA9MP9Yu4wYsu0mmUpPAfMvqvXHBjfCdkRYhE9OAGx8PYIrJZBDP4P82Z_LkYwDBiTQYuZDEXE4TKwGujSBWUcA0sabtTfFknv-D9CTolpBmo3fiinG7ylVn2Mp7KUF6E4_5G2gHMw-0H96Ve_hmcVaqGQpNBXKtUKU_dV12eT7zVyau-aqTE.lmQmpA0tm-Jt3RWNdxAbuCptctX5o3LCF12G8PX7k5o&dib_tag=se&keywords=guitar&qid=1708686552&sr=8-76
90,VAULT,Vault RG1 Soloist Premium Electric Guitar- Transparent Blue,-,7 days Replacement,"Friday, 1 March",In stock,https://www.amazon.in/Soloist-Premium-Electric-Guitar-Transparent/dp/B09GLYZSQP/ref=sr_1_77?dib=eyJ2IjoiMSJ9.ejHGkCcblS9eTEKeKjM2sx5dXfozJ-OpAOnHvq6tnxRJeilAr7od5wNczp6m7dJ8V5GfyVkXUkyPoh_z2opf0v90bwErCymNhM7eJ2ekbG2ooJMCj85buCjA9MP9Yu4wYsu0mmUpPAfMvqvXHBjfCdkRYhE9OAGx8PYIrJZBDP4P82Z_LkYwDBiTQYuZDEXE4TKwGujSBWUcA0sabtTfFknv-D9CTolpBmo3fiinG7ylVn2Mp7KUF6E4_5G2gHMw-0H96Ve_hmcVaqGQpNBXKtUKU_dV12eT7zVyau-aqTE.lmQmpA0tm-Jt3RWNdxAbuCptctX5o3LCF12G8PX7k5o&dib_tag=se&keywords=guitar&qid=1708686552&sr=8-77
91,JUAREZ,"Juârez JRZ38C/MAH 6 Strings Acoustic Guitar 38 Inch Cutaway, Right Handed, Mahogany with Bag, Strings, Picks and Strap",-,7 days Replacement,"Wednesday, 28 February",In stock,https://www.amazon.in/JRZ38C-Strings-Acoustic-Cutaway-Mahogany/dp/B071JM8C6T/ref=sr_1_78?dib=eyJ2IjoiMSJ9.ejHGkCcblS9eTEKeKjM2sx5dXfozJ-OpAOnHvq6tnxRJeilAr7od5wNczp6m7dJ8V5GfyVkXUkyPoh_z2opf0v90bwErCymNhM7eJ2ekbG2ooJMCj85buCjA9MP9Yu4wYsu0mmUpPAfMvqvXHBjfCdkRYhE9OAGx8PYIrJZBDP4P82Z_LkYwDBiTQYuZDEXE4TKwGujSBWUcA0sabtTfFknv-D9CTolpBmo3fiinG7ylVn2Mp7KUF6E4_5G2gHMw-0H96Ve_hmcVaqGQpNBXKtUKU_dV12eT7zVyau-aqTE.lmQmpA0tm-Jt3RWNdxAbuCptctX5o3LCF12G8PX7k5o&dib_tag=se&keywords=guitar&qid=1708686552&sr=8-78
92,Intern,Intern INT-38C-L-BK Left Hand Acoustic Guitar Kit (Black),-,7 days Replacement,"Wednesday, 28 February",In stock,https://www.amazon.in/Intern-INT-38C-L-BK-Acoustic-Guitar-Black/dp/B07J4W2KTW/ref=sr_1_79?dib=eyJ2IjoiMSJ9.ejHGkCcblS9eTEKeKjM2sx5dXfozJ-OpAOnHvq6tnxRJeilAr7od5wNczp6m7dJ8V5GfyVkXUkyPoh_z2opf0v90bwErCymNhM7eJ2ekbG2ooJMCj85buCjA9MP9Yu4wYsu0mmUpPAfMvqvXHBjfCdkRYhE9OAGx8PYIrJZBDP4P82Z_LkYwDBiTQYuZDEXE4TKwGujSBWUcA0sabtTfFknv-D9CTolpBmo3fiinG7ylVn2Mp7KUF6E4_5G2gHMw-0H96Ve_hmcVaqGQpNBXKtUKU_dV12eT7zVyau-aqTE.lmQmpA0tm-Jt3RWNdxAbuCptctX5o3LCF12G8PX7k5o&dib_tag=se&keywords=guitar&qid=1708686552&sr=8-79
93,-,-,-,-,-,-,https://www.amazon.in/JUAREZ-Arpeggio-Acoustic-Rosewood-Fretboard/dp/B08LBHB547/ref=sr_1_80?dib=eyJ2IjoiMSJ9.ejHGkCcblS9eTEKeKjM2sx5dXfozJ-OpAOnHvq6tnxRJeilAr7od5wNczp6m7dJ8V5GfyVkXUkyPoh_z2opf0v90bwErCymNhM7eJ2ekbG2ooJMCj85buCjA9MP9Yu4wYsu0mmUpPAfMvqvXHBjfCdkRYhE9OAGx8PYIrJZBDP4P82Z_LkYwDBiTQYuZDEXE4TKwGujSBWUcA0sabtTfFknv-D9CTolpBmo3fiinG7ylVn2Mp7KUF6E4_5G2gHMw-0H96Ve_hmcVaqGQpNBXKtUKU_dV12eT7zVyau-aqTE.lmQmpA0tm-Jt3RWNdxAbuCptctX5o3LCF12G8PX7k5o&dib_tag=se&keywords=guitar&qid=1708686552&sr=8-80
