,Brand Name,Name of the Product,Price,Return/Exchange,Expected Delivery,Availability,Product URL
170,Kadence,Kadence Acoustica Series Semi Acoustic Ash Wood with Fluorocarbon strings Equalizer A-06 (Ukulele),-,7 days Replacement,"Tuesday, 27 February",In stock,https://www.amazon.in/Kadence-Acoustica-Acoustic-Fluorocarbon-Equalizer/dp/B08PBLKL62/ref=sr_1_144?dib=eyJ2IjoiMSJ9.9282MJfXzX1lN0DYBrNB8Io8QLX64lfuPbi0ar_4ij_CNPYptBHnQOGbBy-HDHq9Jj5jwiENuFF6D4PIGzhujq0myiNfpvVS93RakHstXaW8TtBMpwUOQ3dzEMR3UvblHhOe1Yo_8IRWAGsn42n2Jzi2zDCjyw_fNsd3PHxMB530alLA5BO5xeMXuNGDXCDDe3Rm5H2HuVzv2rR3FglpqqF2He6_g81x-GuQ8rcQ983E4oyuwxFOO9iey_-DAKeLNEvd5QmkZFbZwclh3A5HRtx-svpYG7f98jsNYCD4bo0.dNoIuEfdRSm2lS0MsmcSgVSMqcJ8vHAZ3cNL2Q-mZ2g&dib_tag=se&keywords=guitar&qid=1708686555&sr=8-144
171,YAMAHA,"Yamaha FS80C Acoustic Guitar Cutaway Concert Body With Mexa Guitar Bag, Guitar Belt, Guitar Stand, String Set & Plectrums.(BK)",-,-,"Saturday, 2 March",In stock,https://www.amazon.in/FS80C-Acoustic-Cutaway-Concert-Plectrums/dp/B09HSHGD3B/ref=sr_1_145?dib=eyJ2IjoiMSJ9.9282MJfXzX1lN0DYBrNB8Io8QLX64lfuPbi0ar_4ij_CNPYptBHnQOGbBy-HDHq9Jj5jwiENuFF6D4PIGzhujq0myiNfpvVS93RakHstXaW8TtBMpwUOQ3dzEMR3UvblHhOe1Yo_8IRWAGsn42n2Jzi2zDCjyw_fNsd3PHxMB530alLA5BO5xeMXuNGDXCDDe3Rm5H2HuVzv2rR3FglpqqF2He6_g81x-GuQ8rcQ983E4oyuwxFOO9iey_-DAKeLNEvd5QmkZFbZwclh3A5HRtx-svpYG7f98jsNYCD4bo0.dNoIuEfdRSm2lS0MsmcSgVSMqcJ8vHAZ3cNL2Q-mZ2g&dib_tag=se&keywords=guitar&qid=1708686555&sr=8-145
172,YAMAHA,"Yamaha Electric-Acoustic Guitar FSX80C Dreadnought With With Mexa Guitar Bag, Guitar Belt, Guitar Stand, String Set & Plectrums.(NT)",-,7 days Replacement,"Thursday, 29 February",In stock,https://www.amazon.in/Yamaha-Electric-Acoustic-FSX80C-Dreadnought-Plectrums/dp/B09HSJ6GPQ/ref=sr_1_146?dib=eyJ2IjoiMSJ9.9282MJfXzX1lN0DYBrNB8Io8QLX64lfuPbi0ar_4ij_CNPYptBHnQOGbBy-HDHq9Jj5jwiENuFF6D4PIGzhujq0myiNfpvVS93RakHstXaW8TtBMpwUOQ3dzEMR3UvblHhOe1Yo_8IRWAGsn42n2Jzi2zDCjyw_fNsd3PHxMB530alLA5BO5xeMXuNGDXCDDe3Rm5H2HuVzv2rR3FglpqqF2He6_g81x-GuQ8rcQ983E4oyuwxFOO9iey_-DAKeLNEvd5QmkZFbZwclh3A5HRtx-svpYG7f98jsNYCD4bo0.dNoIuEfdRSm2lS0MsmcSgVSMqcJ8vHAZ3cNL2Q-mZ2g&dib_tag=se&keywords=guitar&qid=1708686555&sr=8-146
173,-,-,-,-,-,-,https://www.amazon.in/JUAREZ-Acoustic-Rosewood-Fretboard-Natural/dp/B08GZZX16R/ref=sr_1_147?dib=eyJ2IjoiMSJ9.9282MJfXzX1lN0DYBrNB8Io8QLX64lfuPbi0ar_4ij_CNPYptBHnQOGbBy-HDHq9Jj5jwiENuFF6D4PIGzhujq0myiNfpvVS93RakHstXaW8TtBMpwUOQ3dzEMR3UvblHhOe1Yo_8IRWAGsn42n2Jzi2zDCjyw_fNsd3PHxMB530alLA5BO5xeMXuNGDXCDDe3Rm5H2HuVzv2rR3FglpqqF2He6_g81x-GuQ8rcQ983E4oyuwxFOO9iey_-DAKeLNEvd5QmkZFbZwclh3A5HRtx-svpYG7f98jsNYCD4bo0.dNoIuEfdRSm2lS0MsmcSgVSMqcJ8vHAZ3cNL2Q-mZ2g&dib_tag=se&keywords=guitar&qid=1708686555&sr=8-147
174,VAULT,"Vault Junior 30 Inch Acoustic Guitar for Kids with Truss Rod, Gig-Bag, Strings, Straps, Picks, String Winder, Polishing Cloth & E-Book - Natural Gloss",-,7 days Replacement,"Wednesday, 28 February",In stock,https://www.amazon.in/Junior-Acoustic-Guitar-Strings-Polishing/dp/B07RMJ88G2/ref=sr_1_148?dib=eyJ2IjoiMSJ9.9282MJfXzX1lN0DYBrNB8Io8QLX64lfuPbi0ar_4ij_CNPYptBHnQOGbBy-HDHq9Jj5jwiENuFF6D4PIGzhujq0myiNfpvVS93RakHstXaW8TtBMpwUOQ3dzEMR3UvblHhOe1Yo_8IRWAGsn42n2Jzi2zDCjyw_fNsd3PHxMB530alLA5BO5xeMXuNGDXCDDe3Rm5H2HuVzv2rR3FglpqqF2He6_g81x-GuQ8rcQ983E4oyuwxFOO9iey_-DAKeLNEvd5QmkZFbZwclh3A5HRtx-svpYG7f98jsNYCD4bo0.dNoIuEfdRSm2lS0MsmcSgVSMqcJ8vHAZ3cNL2Q-mZ2g&dib_tag=se&keywords=guitar&qid=1708686555&sr=8-148
175,-,"GADGETS WRAP Logo Musical Instrument Guitar Sticker Decal (Black), Pack of 1, Vinyl",-,-,"Wednesday, 28 February",In stock,https://www.amazon.in/Gadgets-Pattren-Musical-Instument-Decal_IC90/dp/B07F8PY6DM/ref=sr_1_149?dib=eyJ2IjoiMSJ9.9282MJfXzX1lN0DYBrNB8Io8QLX64lfuPbi0ar_4ij_CNPYptBHnQOGbBy-HDHq9Jj5jwiENuFF6D4PIGzhujq0myiNfpvVS93RakHstXaW8TtBMpwUOQ3dzEMR3UvblHhOe1Yo_8IRWAGsn42n2Jzi2zDCjyw_fNsd3PHxMB530alLA5BO5xeMXuNGDXCDDe3Rm5H2HuVzv2rR3FglpqqF2He6_g81x-GuQ8rcQ983E4oyuwxFOO9iey_-DAKeLNEvd5QmkZFbZwclh3A5HRtx-svpYG7f98jsNYCD4bo0.dNoIuEfdRSm2lS0MsmcSgVSMqcJ8vHAZ3cNL2Q-mZ2g&dib_tag=se&keywords=guitar&qid=1708686555&sr=8-149
176,WESTWOOD,Westwood (AC-10) Acoustic Guitar (Natural),-,7 days Replacement,"Wednesday, 28 February",In stock,https://www.amazon.in/Westwood-AC-10-Acoustic-Guitar-Natural/dp/B0CJTY9NC5/ref=sr_1_150?dib=eyJ2IjoiMSJ9.9282MJfXzX1lN0DYBrNB8Io8QLX64lfuPbi0ar_4ij_CNPYptBHnQOGbBy-HDHq9Jj5jwiENuFF6D4PIGzhujq0myiNfpvVS93RakHstXaW8TtBMpwUOQ3dzEMR3UvblHhOe1Yo_8IRWAGsn42n2Jzi2zDCjyw_fNsd3PHxMB530alLA5BO5xeMXuNGDXCDDe3Rm5H2HuVzv2rR3FglpqqF2He6_g81x-GuQ8rcQ983E4oyuwxFOO9iey_-DAKeLNEvd5QmkZFbZwclh3A5HRtx-svpYG7f98jsNYCD4bo0.dNoIuEfdRSm2lS0MsmcSgVSMqcJ8vHAZ3cNL2Q-mZ2g&dib_tag=se&keywords=guitar&qid=1708686555&sr=8-150
177,-,-,-,-,-,-,https://www.amazon.in/JUAREZ-Arpeggio-Guitar-JRA39SR-BL-K-blue/dp/B08MWB5Y67/ref=sr_1_151?dib=eyJ2IjoiMSJ9.9282MJfXzX1lN0DYBrNB8Io8QLX64lfuPbi0ar_4ij_CNPYptBHnQOGbBy-HDHq9Jj5jwiENuFF6D4PIGzhujq0myiNfpvVS93RakHstXaW8TtBMpwUOQ3dzEMR3UvblHhOe1Yo_8IRWAGsn42n2Jzi2zDCjyw_fNsd3PHxMB530alLA5BO5xeMXuNGDXCDDe3Rm5H2HuVzv2rR3FglpqqF2He6_g81x-GuQ8rcQ983E4oyuwxFOO9iey_-DAKeLNEvd5QmkZFbZwclh3A5HRtx-svpYG7f98jsNYCD4bo0.dNoIuEfdRSm2lS0MsmcSgVSMqcJ8vHAZ3cNL2Q-mZ2g&dib_tag=se&keywords=guitar&qid=1708686555&sr=8-151
178,Yamaha,"Yamaha 16 Incheses wood Acoustic Guitar F280 Dreadnought With Mexa Sponge Bag Belt,Plectrums, String Set & Guitar StAnd (Natural)",-,7 days Replacement,"Thursday, 29 February",In stock,https://www.amazon.in/Acoustic-F280-Dreadnought-Plectrums-Natural/dp/B092TPXZRN/ref=sr_1_152?dib=eyJ2IjoiMSJ9.9282MJfXzX1lN0DYBrNB8Io8QLX64lfuPbi0ar_4ij_CNPYptBHnQOGbBy-HDHq9Jj5jwiENuFF6D4PIGzhujq0myiNfpvVS93RakHstXaW8TtBMpwUOQ3dzEMR3UvblHhOe1Yo_8IRWAGsn42n2Jzi2zDCjyw_fNsd3PHxMB530alLA5BO5xeMXuNGDXCDDe3Rm5H2HuVzv2rR3FglpqqF2He6_g81x-GuQ8rcQ983E4oyuwxFOO9iey_-DAKeLNEvd5QmkZFbZwclh3A5HRtx-svpYG7f98jsNYCD4bo0.dNoIuEfdRSm2lS0MsmcSgVSMqcJ8vHAZ3cNL2Q-mZ2g&dib_tag=se&keywords=guitar&qid=1708686555&sr=8-152
179,Gum-Tea,"Acoustic Guitar, 39 Inch Cutaway, 039C with Bag, Strings, Pick and Strap, Random Colour colors may be vary",-,-,"Tuesday, 27 February",Only 1 left in stock.,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1MDM3Njc4NTY3OTQwMDUzOjE3MDg2ODY1NTU6c3BfYnRmOjMwMDExODEzMTQ4MTYzMjo6MDo6&url=%2FAcoustic-Guitar-Cutaway-Strings-Strap%2Fdp%2FB08NTC4KG4%2Fref%3Dsr_1_153_sspa%3Fdib%3DeyJ2IjoiMSJ9.9282MJfXzX1lN0DYBrNB8Io8QLX64lfuPbi0ar_4ij_CNPYptBHnQOGbBy-HDHq9Jj5jwiENuFF6D4PIGzhujq0myiNfpvVS93RakHstXaW8TtBMpwUOQ3dzEMR3UvblHhOe1Yo_8IRWAGsn42n2Jzi2zDCjyw_fNsd3PHxMB530alLA5BO5xeMXuNGDXCDDe3Rm5H2HuVzv2rR3FglpqqF2He6_g81x-GuQ8rcQ983E4oyuwxFOO9iey_-DAKeLNEvd5QmkZFbZwclh3A5HRtx-svpYG7f98jsNYCD4bo0.dNoIuEfdRSm2lS0MsmcSgVSMqcJ8vHAZ3cNL2Q-mZ2g%26dib_tag%3Dse%26keywords%3Dguitar%26qid%3D1708686555%26sr%3D8-153-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
180,Rockon,ROCKON RA-40 BLUE ACOUSTIC GUITAR 40 INCHES WITH THERMOCOL HARD CASE,-,-,"Friday, 1 March",Only 2 left in stock.,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1MDM3Njc4NTY3OTQwMDUzOjE3MDg2ODY1NTU6c3BfYnRmOjMwMDEyMDIyODA4NTQzMjo6MDo6&url=%2FROCKON-RA-40-ACOUSTIC-GUITAR-THERMOCOL%2Fdp%2FB0CS9MPV42%2Fref%3Dsr_1_154_sspa%3Fdib%3DeyJ2IjoiMSJ9.9282MJfXzX1lN0DYBrNB8Io8QLX64lfuPbi0ar_4ij_CNPYptBHnQOGbBy-HDHq9Jj5jwiENuFF6D4PIGzhujq0myiNfpvVS93RakHstXaW8TtBMpwUOQ3dzEMR3UvblHhOe1Yo_8IRWAGsn42n2Jzi2zDCjyw_fNsd3PHxMB530alLA5BO5xeMXuNGDXCDDe3Rm5H2HuVzv2rR3FglpqqF2He6_g81x-GuQ8rcQ983E4oyuwxFOO9iey_-DAKeLNEvd5QmkZFbZwclh3A5HRtx-svpYG7f98jsNYCD4bo0.dNoIuEfdRSm2lS0MsmcSgVSMqcJ8vHAZ3cNL2Q-mZ2g%26dib_tag%3Dse%26keywords%3Dguitar%26qid%3D1708686555%26sr%3D8-154-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
181,-,"Guitar Tailpiece, Guitars Bridge Tailpiece Alloy for Replacement (Gold)",-,7 days Replacement,"Wednesday, 28 February",In stock,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1MDM3Njc4NTY3OTQwMDUzOjE3MDg2ODY1NTU6c3BfYnRmOjMwMDEzMjcxNDU5OTgzMjo6MDo6&url=%2FGuitar-Tailpiece-Guitars-Bridge-Replacement%2Fdp%2FB0BWYSZW1Y%2Fref%3Dsr_1_155_sspa%3Fdib%3DeyJ2IjoiMSJ9.9282MJfXzX1lN0DYBrNB8Io8QLX64lfuPbi0ar_4ij_CNPYptBHnQOGbBy-HDHq9Jj5jwiENuFF6D4PIGzhujq0myiNfpvVS93RakHstXaW8TtBMpwUOQ3dzEMR3UvblHhOe1Yo_8IRWAGsn42n2Jzi2zDCjyw_fNsd3PHxMB530alLA5BO5xeMXuNGDXCDDe3Rm5H2HuVzv2rR3FglpqqF2He6_g81x-GuQ8rcQ983E4oyuwxFOO9iey_-DAKeLNEvd5QmkZFbZwclh3A5HRtx-svpYG7f98jsNYCD4bo0.dNoIuEfdRSm2lS0MsmcSgVSMqcJ8vHAZ3cNL2Q-mZ2g%26dib_tag%3Dse%26keywords%3Dguitar%26qid%3D1708686555%26sr%3D8-155-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
182,Generic,"Guitar Parts Replacement kit kaspar E-1st, B-2nd & G-3rd string|1Left+1Right Tuning Keys with bridge pin,sadle nut or winder|Guitar Accessories, Clear Tone for Acoustic Guitar (SEMI CLOSE)",-,-,"Thursday, 29 February",In stock,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1MDM3Njc4NTY3OTQwMDUzOjE3MDg2ODY1NTU6c3BfYnRmOjMwMDEzNDY2NjM3NDkzMjo6MDo6&url=%2FGuitar-Replacement-kaspar-Accessories-Acoustic%2Fdp%2FB0CNVYTPWN%2Fref%3Dsr_1_156_sspa%3Fdib%3DeyJ2IjoiMSJ9.9282MJfXzX1lN0DYBrNB8Io8QLX64lfuPbi0ar_4ij_CNPYptBHnQOGbBy-HDHq9Jj5jwiENuFF6D4PIGzhujq0myiNfpvVS93RakHstXaW8TtBMpwUOQ3dzEMR3UvblHhOe1Yo_8IRWAGsn42n2Jzi2zDCjyw_fNsd3PHxMB530alLA5BO5xeMXuNGDXCDDe3Rm5H2HuVzv2rR3FglpqqF2He6_g81x-GuQ8rcQ983E4oyuwxFOO9iey_-DAKeLNEvd5QmkZFbZwclh3A5HRtx-svpYG7f98jsNYCD4bo0.dNoIuEfdRSm2lS0MsmcSgVSMqcJ8vHAZ3cNL2Q-mZ2g%26dib_tag%3Dse%26keywords%3Dguitar%26qid%3D1708686555%26sr%3D8-156-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
183,-,"Inrali Guitar String Winder and Cutter,Guitar Bridge Pin Puller,Guitar String Winder Cutter Pin Puller - 3 In 1 Multifunctional Guitar Maintenance Tool/String Peg Winder + String Cutter (Black)",-,7 days Replacement,"Thursday, 29 February",In stock,https://aax-eu.amazon.in/x/c/RDB3IZXECjOW7un-3Z0IpaMAAAGN1ae6GAMAAAH2AQBvbm9fdHhuX2JpZDIgICBvbm9fdHhuX2ltcDEgICCzdRKs/https://www.amazon.in/Inrali-Guitar-String-Winder-Cutter/dp/B08VWQ2SRB/ref=sxbs_sbv_search_btf?content-id=amzn1.sym.b8850c25-1899-4ec1-b48d-2d7f1e0c24d3%3Aamzn1.sym.b8850c25-1899-4ec1-b48d-2d7f1e0c24d3&cv_ct_cx=guitar&dib=eyJ2IjoiMSJ9.bECI8gwH2lwUSU7Ry8xMnQ.IrNug_xlAishFE8CYCcL2Abeps-_MX8hxJeeDPH1WfY&dib_tag=se&keywords=guitar&pd_rd_i=B08VWQ2SRB&pd_rd_r=d5c25fb7-7120-49d1-bec8-01627d510d0f&pd_rd_w=IdsjO&pd_rd_wg=bR04x&pf_rd_p=b8850c25-1899-4ec1-b48d-2d7f1e0c24d3&pf_rd_r=YZ7PPE3BZW3JY6JNWRRC&qid=1708686555&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-97-ad43fbe4-6f9c-4603-ab45-acb189caa93f
